,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
0,300.0,US,9,2012,"Santa Clara, CA","FileMaker Inc., an Apple subsidiary",6.0,2012.0
1,300.0,US,Present,Present,Mountain View,23andMe,12.0,2014.0
2,300.0,US,11,2014,"Campbell, CA",hopTo,1.0,2013.0
0,301.0,IN,12,2012,"Mumbai Area, India",Tata Communications,7.0,2010.0
1,301.0,IN,7,2010,"Mumbai Area, India",Tata Communications,10.0,2009.0
2,301.0,IN,Present,Present,Middle East / Mumbai,Tata Communications,12.0,2012.0
3,301.0,US,8,2009,Greater Boston Area,Clarkston Consulting,,2008.0
4,301.0,US,Present,2008,Greater Detroit Area,EDS,,2007.0
0,302.0,US,3,2005,,Balyasny Asset Management,3.0,2004.0
1,302.0,US,6,2009,,Barclays Capital,3.0,2005.0
2,302.0,US,Present,Present,New York,Barclays Capital,6.0,2012.0
3,302.0,US,11,2003,,Daiwa Securities of America Inc,8.0,1996.0
4,302.0,US,6,2012,,Numerix,9.0,2009.0
0,303.0,US,1,2012,"San Jose, California",Cisco Systems,6.0,2009.0
1,303.0,US,12,2008,,Cisco Systems,5.0,2008.0
2,303.0,US,6,2013,"Santa Clara, California","Arista Networks, Inc.",1.0,2012.0
3,303.0,US,5,2009,Greater Atlanta Area,Georgia Institute of Technology,1.0,2008.0
0,305.0,US,12,2016,Greater Seattle Area,Amazon,1.0,2015.0
1,305.0,US,11,2013,"Seattle, Washington",Amazon,7.0,2013.0
2,305.0,US,Present,2014,Greater Seattle Area,Amazon,11.0,2013.0
3,305.0,US,Present,2014,"Seattle, WA",POP,,2014.0
4,305.0,US,Present,Present,"Seattle, Washington",Amazon,12.0,2016.0
0,306.0,US,11,2012,San Francisco Bay Area,"nScaled, Inc.",7.0,2011.0
1,306.0,US,2,2005,"Piscataway, New Jersey",EasyLink Services,8.0,2000.0
2,306.0,US,7,2011,"Sunnyvale, CA",Nokia,2.0,2006.0
3,306.0,US,6,2015,San Francisco Bay Area,LiveVox,11.0,2012.0
4,306.0,US,Present,Present,San Francisco,"Okta, Inc.",8.0,2015.0
0,308.0,US,12,2016,Greater Seattle Area,Disney Interactive,9.0,2015.0
1,308.0,US,3,2008,,Electronic Arts,2.0,2006.0
2,308.0,US,1,2013,,Zynga,10.0,2008.0
3,308.0,US,9,2015,"Eugene, Oregon Area",Disney Interactive,2.0,2013.0
4,308.0,US,10,2008,"Redwood City, CA",PlayCafe,3.0,2008.0
0,309.0,NL,Present,Present,"Rotterdam Area, Netherlands",Stedin,7.0,2016.0
1,309.0,NL,6,2016,Arnhem,Allego,12.0,2014.0
2,309.0,FR,Present,2016,,Valori,,2014.0
3,309.0,NL,Present,Present,Nieuwegein,Valori,2.0,2013.0
4,309.0,NL,11,2014,"Leiden, Leusen",Achmea,10.0,2014.0
0,310.0,US,1,2016,"Alpharetta, Georgia",Jasper,12.0,2014.0
1,310.0,US,8,2013,"Johns Creek, GA",Aio Wireless,6.0,2013.0
2,310.0,US,Present,Present,Greater Atlanta Area,VMware,2.0,2016.0
3,310.0,US,6,2013,Greater Atlanta Area,The Home Depot,12.0,2011.0
4,310.0,US,12,2014,"Alpharetta, GA",LexisNexis,8.0,2013.0
0,311.0,US,2,2014,,Inspro Technologies,,2007.0
1,311.0,US,2,2014,Eddystone,Atiam Technologies,10.0,2007.0
2,311.0,US,Present,Present,,Corporation Service Company,2.0,2014.0
3,311.0,US,Present,2008,,Nationwide Financial Network,,2003.0
4,311.0,MX,Present,2003,,easyplanet,,2000.0
0,312.0,US,Present,Present,Greater New York City Area,LinkedIn,3.0,2015.0
1,312.0,US,Present,Present,Greater New York City Area,LinkedIn,3.0,2014.0
2,312.0,US,6,2013,"Raleigh-Durham, North Carolina Area",Funcom,5.0,2012.0
3,312.0,US,3,2014,Greater New York City Area,LinkedIn,7.0,2013.0
4,312.0,US,5,2013,"Raleigh-Durham, North Carolina Area",Public Broadcasting Service,12.0,2012.0
0,313.0,US,3,2013,"Bedford, MA",RSA The Security Division of EMC,4.0,2011.0
1,313.0,US,3,2011,"Dartmouth, MA",University of Massachusetts Dartmouth,6.0,2009.0
2,313.0,US,Present,Present,San Francisco Bay Area,Apple,4.0,2015.0
3,313.0,US,4,2015,San Francisco Bay Area,Yahoo,6.0,2014.0
4,313.0,US,6,2014,San Francisco Bay Area,Spirent Communications,3.0,2013.0
0,314.0,GB,4,2014,"Bourne, Lincolnshire",Tandem Solutions Group Limited,10.0,1999.0
1,314.0,GB,1,2015,"Bourne, Lincolnshire",Total Solutions.,4.0,2014.0
2,314.0,US,Present,Present,Stamford,Ritelite (Systems) LTD,1.0,2015.0
0,315.0,US,Present,2006,,RealtyTrac,,2005.0
1,315.0,US,Present,2005,,Infocision Management Corp,,2003.0
2,315.0,US,Present,Present,,Ignite Health,,
0,317.0,US,12,2014,"Los Gatos, CA",Netflix,1.0,2013.0
1,317.0,US,Present,Present,"Mountain View, CA",Google,8.0,2015.0
2,317.0,US,12,2012,"Los Gatos, CA",(Aerotek) Netflix,4.0,2012.0
3,317.0,US,7,2015,"Los Gatos, CA",Netflix,1.0,2015.0
0,318.0,US,4,2015,"Parsippany, NJ",RB / Schiff Nutrition International,3.0,2012.0
1,318.0,US,3,2012,"Parsippany, NJ",RB,2.0,2011.0
2,318.0,US,12,2015,"Whippany, NJ",Bayer HealthCare,4.0,2015.0
3,318.0,US,Present,Present,"Skillman, NJ",Johnson & Johnson,1.0,2016.0
4,318.0,,Present,Present,,Ballin '4' Sadaqa,,
5,318.0,US,Present,2014,,RB / Schiff Nutrition International,,2014.0
0,319.0,US,Present,2014,,Intuit,,2009.0
1,319.0,US,Present,2009,"Palo Alto, California",Hewlett-Packard Laboratories,,2000.0
0,320.0,US,7,2008,,Electrical Engineering Department - NCTU,1.0,2008.0
1,320.0,US,3,2012,,Eastern Healing Center,9.0,2011.0
2,320.0,US,Present,Present,Greater San Diego Area,Intel Corporation,10.0,2013.0
3,320.0,US,Present,Present,Greater San Diego Area,Tekmark Global Solutions,5.0,2012.0
0,321.0,US,6,2009,,Chemistry,6.0,2008.0
1,321.0,CA,Present,Present,"London, Ontario",Digital Extremes,6.0,2015.0
2,321.0,CA,6,2015,,Digital Extremes,1.0,2010.0
3,321.0,US,8,2008,,UCMP,8.0,2006.0
0,322.0,US,9,2014,Greater Seattle Area,Amazon Web Services,1.0,2011.0
1,322.0,US,Present,Present,Greater Seattle Area,Microsoft,8.0,2016.0
2,322.0,US,9,2008,San Francisco Bay Area,"Epson Research and Development, Inc.",6.0,2008.0
3,322.0,US,4,2016,Greater Seattle Area,Facebook,10.0,2014.0
4,322.0,US,12,2010,Greater Chicago Area,Northwestern University,9.0,2005.0
0,323.0,US,12,2007,,Woodtech Inc.,7.0,2004.0
1,323.0,GB,10,2013,,In2Change,12.0,2007.0
2,323.0,US,Present,Present,San Francisco Bay Area,MGWest,11.0,2013.0
3,323.0,,9,2003,,SFSU/ DAI / Reveal Imaging Technologies,12.0,2002.0
0,324.0,US,Present,1999,,"CliniComp, Intl.",,1996.0
1,324.0,US,6,2012,,CareFusion,2.0,2001.0
2,324.0,US,1,2001,San Diego,A-Life Medical,9.0,1999.0
3,324.0,US,10,2014,"San Diego, CA","Reflexion Health, Inc.",8.0,2013.0
4,324.0,US,Present,Present,San Diego,Freelance,1.0,2012.0
0,325.0,GB,Present,Present,London,Watson Farley & Williams,6.0,2016.0
1,325.0,GB,3,2009,London,GCB,7.0,2003.0
2,325.0,GB,Present,Present,London,Allen & Overy,5.0,2012.0
0,326.0,US,Present,Present,San Francisco Bay Area,thredUP.com,8.0,2016.0
1,326.0,US,5,2011,,BMC Software,11.0,2010.0
2,326.0,IN,4,2013,"Bangalore, India",Helios IT Infra Solutions Pvt Ltd,8.0,2011.0
3,326.0,US,3,2014,,eBay,5.0,2011.0
4,326.0,US,8,2016,Sunnyvale,OpsClarity,3.0,2014.0
0,327.0,US,Present,2005,,Wyndham International,,1999.0
1,327.0,US,Present,Present,,Maxim Integrated Products,8.0,2011.0
2,327.0,US,8,2011,,Dell,6.0,2010.0
3,327.0,US,7,2010,,Dell,8.0,2005.0
4,327.0,US,Present,2005,,Wyndham,,1999.0
0,328.0,US,2,2016,San Francisco Bay Area,"GREE International, Inc",11.0,2014.0
1,328.0,TW,9,2013,Taipei,getchee,7.0,2013.0
2,328.0,US,6,2014,"La Jolla, CA",China in Focus,8.0,2013.0
3,328.0,US,Present,Present,San Francisco Bay Area,"GREE International, Inc",3.0,2016.0
4,328.0,US,11,2014,San Francisco Bay Area,"GREE International, Inc",7.0,2014.0
0,329.0,IE,Present,Present,Dublin,Pfizer,7.0,2003.0
0,330.0,US,5,2013,,Discover Financial Services,1.0,2005.0
1,330.0,US,7,2015,"Deerfield, IL",Walgreens,6.0,2014.0
2,330.0,US,Present,Present,,Quill,9.0,2015.0
3,330.0,US,8,2003,,Discover,9.0,2000.0
4,330.0,US,12,2004,,Discover,9.0,2003.0
0,331.0,US,Present,Present,,iOS Developer at HCL America,6.0,2009.0
0,332.0,US,7,2007,Seattle,SnapforSeniors - Tailored Search Tool for Senior Housing and Resources,8.0,2006.0
1,332.0,US,3,2014,"Bellevue, WA",PivotLink,7.0,2010.0
2,332.0,US,7,2010,"Redmond, WA",Microsoft Store - Ecommerce Site,10.0,2008.0
3,332.0,US,Present,Present,"Bellevue, Washington",SmartFocus (Formally PivotLink),3.0,2014.0
4,332.0,US,9,2008,"Boise, ID",Personal Shopper - Tailored Online Shopping Experience,10.0,2007.0
0,333.0,US,8,2015,"Fremont, California",V5 Systems,6.0,2015.0
1,333.0,US,12,2015,"Fremont, California",V5 Systems,8.0,2015.0
2,333.0,US,5,2015,San Francisco Bay Area,Northwestern Polytechnic University,9.0,2014.0
3,333.0,US,Present,Present,"Sunnyvale,CA",Hewlett Packard Enterprise,12.0,2015.0
0,334.0,AU,5,2008,"Sydney, Australia",Starbucks Coffee Company - Australia,7.0,2006.0
1,334.0,US,1,2016,"Seattle, WA",Starbucks,6.0,2012.0
2,334.0,US,5,2016,"Seattle, WA",Starbucks Coffee Co.,2.0,2016.0
3,334.0,US,7,2012,"Seattle, WA",Starbucks Coffee Company,5.0,2008.0
4,334.0,US,Present,Present,"Seattle, WA",Providence Health & Services (Swedish),6.0,2016.0
0,336.0,US,Present,Present,"Phoenix, Arizona Area","CSAA Insurance Group, a AAA Insurer",1.0,2015.0
1,336.0,US,8,2013,United States,FootRace,2.0,2013.0
2,336.0,US,12,2013,"Phoenix, Arizona Area",gardenfly,10.0,2012.0
3,336.0,US,1,2015,"Phoenix, Arizona Area","CSAA Insurance Group, a AAA Insurer",2.0,2014.0
4,336.0,US,2,2014,"Phoenix, Arizona Area",CSAA Insurance Group,3.0,2013.0
0,337.0,PT,6,2011,,University of Coimbra,9.0,2008.0
1,337.0,GB,Present,Present,"London, United Kingdom",Chatterbox Labs,1.0,2013.0
2,337.0,GB,7,2012,"London, United Kingdom",Conversocial,8.0,2011.0
