,cand_id,country,endMonth,endYear,name,startMonth,startYear
0,3190.0,,Present,Present,b'The Maryland Institute College of Art',,
1,3190.0,,Present,2007,b'The Maryland Institute College of Art',,2003.0
0,3198.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 Claude Bernard Lyon 1',,
1,3198.0,,Present,1992,b'Universit\xc3\x83\xc2\xa9 Claude Bernard Lyon 1',,1990.0
2,3198.0,,Present,1997,b'Universit\xc3\x83\xc2\xa9 Claude Bernard Lyon 1',,1994.0
3,3198.0,,Present,1994,b'Universit\xc3\x83\xc2\xa9 Claude Bernard Lyon 1',,1992.0
0,3206.0,,Present,Present,b'Simon Fraser University',,
1,3206.0,,Present,Present,b'Universidad de Belgrano',,
2,3206.0,,Present,2010,b'Simon Fraser University',,2006.0
3,3206.0,,Present,2016,b'Simon Fraser University',,2010.0
4,3206.0,,Present,2001,b'Universidad de Belgrano',,1997.0
0,3207.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Technologie de Belfort-Montb\xc3\x83\xc2\xa9liard',,
1,3207.0,,Present,2007,b'Universit\xc3\x83\xc2\xa9 de Technologie de Belfort-Montb\xc3\x83\xc2\xa9liard',,2002.0
0,3209.0,,Present,Present,b'Abertay University',,
1,3209.0,,Present,2004,b'University of Abertay Dundee',,2000.0
0,3210.0,,Present,2011,b'Center For Digital Media',,2009.0
1,3210.0,,Present,2006,"b'National Institute of Technology, Rourkela, Orissa, India'",,2002.0
0,3212.0,,Present,2009,b'Institut Sup\xc3\x83\xc2\xa9rieur du G\xc3\x83\xc2\xa9nie Appliqu\xc3\x83\xc2\xa9',,2007.0
0,3213.0,,Present,Present,b'University of Toronto Schools',,
1,3213.0,,Present,Present,b'University of Waterloo',,
2,3213.0,,Present,Present,b'University of Toronto Schools',,
3,3213.0,,Present,Present,b'University of Waterloo',,
0,3216.0,,Present,Present,b'\xc3\x83\xc2\x87ankaya \xc3\x83\xc2\x9cniversitesi',,
1,3216.0,,Present,2006,b'\xc3\x83\xc2\x87ankaya \xc3\x83\xc2\x9cniversitesi',,2002.0
0,3217.0,,Present,Present,b'McGill University',,
1,3217.0,,Present,2004,b'McGill University',,2002.0
0,3220.0,,Present,Present,b'The University of British Columbia',,
1,3220.0,,Present,1988,b'The University of British Columbia',,1984.0
0,3221.0,,Present,Present,b'Oxford Brookes University',,
1,3221.0,,Present,1998,"b'Edgecliff High School, Kinver'",,1991.0
2,3221.0,,Present,2001,b'Oxford Brookes University',,1998.0
0,3228.0,,Present,Present,b'\xc3\x83\xc2\x89cole Polytechnique de Montr\xc3\x83\xc2\xa9al',,
1,3228.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke',,
2,3228.0,,Present,2003,b'\xc3\x83\xc2\x89cole Polytechnique de Montr\xc3\x83\xc2\xa9al',,2001.0
3,3228.0,,Present,2008,b'Universit\xc3\x83\xc2\xa9 de Sherbrooke / Sherbrooke University',,2004.0
4,3228.0,,Present,Present,b'LJP',,
0,3229.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Bourgogne',,
1,3229.0,,Present,Present,b'Universit\xc3\x83\xc2\xa9 de Bourgogne',,
0,3232.0,,Present,Present,b'The University of Edinburgh',,
1,3232.0,,Present,2007,b'The University of Edinburgh',,2003.0
0,3238.0,,Present,2004,"b'National University ""Lvivska Polytechnica""'",,2000.0
1,3238.0,,Present,2005,"b'National University ""Lvivska Polytechnica""'",,2004.0
0,3239.0,,Present,Present,b'University of Ottawa',,
1,3239.0,,Present,2002,b'Casselman high school',,1998.0
2,3239.0,,Present,2006,"b""University of Ottawa / Universit\xc3\x83\xc2\xa9 d'Ottawa""",,2002.0
