,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
0,500.0,US,6,2006,,Intel Corporation,12.0,2005.0
1,500.0,US,Present,Present,,Trident Microsystems,8.0,2006.0
0,501.0,,Present,Present,,Move.com (News Corp),3.0,2007.0
1,501.0,US,11,2001,,RJT Compuquest,8.0,1998.0
2,501.0,GB,2,2007,,Roo Media,7.0,2006.0
3,501.0,US,6,2006,,Countrywide Home Loans (Bank of America),1.0,2001.0
0,502.0,US,2,2015,Greater Chicago Area,Base CRM,3.0,2013.0
1,502.0,US,2,2013,Greater Chicago Area,MSDSonline,1.0,2012.0
2,502.0,US,Present,Present,San Francisco Bay Area,Base CRM,10.0,2016.0
3,502.0,US,9,2016,San Francisco Bay Area,Base CRM,3.0,2015.0
4,502.0,US,7,2010,"Dallas, TX","Raymond James Financial, Inc.",5.0,2010.0
0,503.0,US,1,2013,,KPMG LLP,7.0,2010.0
1,503.0,US,10,2006,,Deloitte Financial Advisory Services LLP,8.0,2005.0
2,503.0,US,7,2010,,KPMG LLP,10.0,2006.0
3,503.0,US,12,2015,San Francisco Bay Area,Symantec,1.0,2013.0
4,503.0,US,Present,Present,San Francisco Bay Area,Apple,1.0,2016.0
5,503.0,US,Present,Present,,YMCA-Project Cornerstone,8.0,2015.0
6,503.0,US,8,2015,,City of Santa Clara,8.0,2015.0
7,503.0,IN,10,2014,,TechWomen,10.0,2014.0
0,504.0,US,6,2014,San Francisco Bay Area,NamoMedia,11.0,2013.0
1,504.0,US,12,2015,San Francisco Bay Area,Twitter,6.0,2014.0
2,504.0,US,12,2013,"Mountain View, CA",Google,7.0,2012.0
3,504.0,US,Present,Present,San Francisco Bay Area,Uber,1.0,2016.0
4,504.0,US,6,2012,Redmond,Microsoft Corporation,2.0,2011.0
0,505.0,US,Present,2009,"Oakland,CA",Fiserv,,2007.0
1,505.0,US,Present,2007,San Francisco Bay Area,InsureWorx,,2000.0
2,505.0,US,Present,2006,"Emeryville,CA",Insureworx,,2001.0
3,505.0,US,1,2012,"Oakland,CA",StoneRiver,3.0,2009.0
4,505.0,US,Present,Present,"Cupertino,CA",Apple Inc.,2.0,2012.0
0,508.0,US,9,2013,"palo alto, california",Consultant for Intalio,3.0,2013.0
1,508.0,US,2,2004,"Fremont, CA",Independent,7.0,2002.0
2,508.0,US,7,2002,"Morgan Hill, CA",Cidco Incorporated / Earthlink,9.0,1998.0
3,508.0,US,Present,Present,Mountain View and San Francisco California,Zynga,9.0,2013.0
4,508.0,US,Present,2013,"San Jose, CA",PaymentOne,2.0,2004.0
0,509.0,US,2,2014,San Francisco Bay Area,PaySimple,9.0,2012.0
1,509.0,US,9,2015,San Francisco Bay Area,Undisclosed.,3.0,2014.0
2,509.0,,9,2012,"San Jose California, Scottsdale Arizona",PayPal,9.0,2009.0
3,509.0,US,8,2009,San Jose California,PayPal,6.0,2005.0
4,509.0,US,Present,Present,San Francisco Bay Area,Vium,10.0,2015.0
5,509.0,US,2,2014,San Francisco Bay Area,PaySimple,9.0,2012.0
6,509.0,US,9,2015,San Francisco Bay Area,Undisclosed.,3.0,2014.0
7,509.0,,9,2012,"San Jose California, Scottsdale Arizona",PayPal,9.0,2009.0
8,509.0,US,8,2009,San Jose California,PayPal,6.0,2005.0
9,509.0,US,Present,Present,San Francisco Bay Area,Vium,10.0,2015.0
0,510.0,US,8,2015,"Framingham, MA","The TJX Companies, Inc.",9.0,2014.0
1,510.0,US,4,2014,,Formlabs,1.0,2014.0
2,510.0,US,Present,2013,"Norwell, MA",Avedis Zildjian Company,,2012.0
3,510.0,US,Present,2011,"Natick, MA",Sabre Imagery,,2011.0
4,510.0,US,Present,Present,,Josh Lewis,,2013.0
0,511.0,US,Present,Present,"Denver, CO",CenturyLink,12.0,2014.0
1,511.0,US,3,2013,,Unisys Corporations,4.0,2011.0
