,cand_id,country,endMonth,endYear,name,startMonth,startYear
0,501.0,IN,Present,Present,College of Engineering Pune,,
1,501.0,IN,Present,Present,College of Engineering Pune,,
0,502.0,US,Present,Present,Western Michigan University - Haworth College of Business,,
1,502.0,US,Present,Present,Western Michigan University - Haworth College of Business,,
0,503.0,US,Present,Present,Bentley University - McCallum Graduate School of Business,,
1,503.0,US,Present,Present,Santa Clara University - Leavey School of Business,,
2,503.0,US,Present,2005,Bentley University - McCallum Graduate School of Business,,2004.0
3,503.0,US,Present,2001,NIST,,1997.0
4,503.0,US,Present,2017,Santa Clara University - Leavey School of Business,,2013.0
0,504.0,TR,Present,Present,Bilkent University,,
1,504.0,US,Present,Present,University of Michigan,,
2,504.0,,Present,2009,Bilkent Ãniversitesi,,2004.0
3,504.0,US,Present,2007,University of Michigan,,2006.0
0,505.0,US,Present,Present,Stanford University,,
1,505.0,IN,Present,Present,Osmania University,,
2,505.0,US,Present,2016,Stanford University,,2016.0
3,505.0,US,Present,Present,Project Management Institute,,
4,505.0,IN,Present,1996,Osmania University,,1992.0
0,508.0,US,Present,Present,Cornell University,,
1,508.0,US,Present,Present,Cornell University,,
0,510.0,US,Present,Present,Rhode Island School of Design,,
1,510.0,US,Present,Present,Framingham State University,,
2,510.0,US,Present,2010,Framingham State College,,2006.0
3,510.0,US,Present,2014,Harvard Extension School,,2013.0
4,510.0,US,Present,2010,Rhode Island School of Design,,2010.0
0,511.0,US,Present,Present,CISCO,,
1,511.0,US,Present,Present,Brocade,,
2,511.0,US,Present,Present,BigIP,,
0,512.0,US,Present,Present,Washington State University,,
1,512.0,US,Present,2004,Kentwood Highscool,,2001.0
2,512.0,US,Present,2010,Washington State University,,2004.0
0,514.0,US,Present,Present,New York University - Polytechnic School of Engineering,,
1,514.0,US,Present,2007,New York University - Polytechnic School of Engineering,,2003.0
2,514.0,US,Present,2003,Bronx High School of Science,,1999.0
0,515.0,US,Present,Present,University of Southern California,,
1,515.0,US,Present,Present,"University of California, Los Angeles",,
2,515.0,US,Present,Present,University of Southern California,,
3,515.0,US,Present,Present,"University of California, Los Angeles",,
0,516.0,US,Present,Present,Louisiana State University,,
1,516.0,US,Present,Present,Illinois Institute of Technology,,
2,516.0,US,Present,2000,Louisiana State University,,1998.0
3,516.0,US,Present,2005,Louisiana State University,,2000.0
4,516.0,US,Present,1996,Illinois Institute of Technology,,1995.0
0,517.0,US,Present,Present,University of Southern California,,
1,517.0,IN,Present,Present,Anna University,,
2,517.0,IN,Present,2011,Anna University,,2007.0
3,517.0,US,Present,2013,USC,,2011.0
4,517.0,ES,Present,2007,ADIS,,2005.0
0,518.0,,Present,2007,Miller Heiman certified,,2007.0
1,518.0,US,Present,2016,Miller Heiman,,2016.0
2,518.0,,Present,2008,Polycom certified,,2008.0
0,519.0,US,Present,Present,California State University-East Bay,,
1,519.0,US,Present,2012,California State University-East Bay,,2009.0
0,520.0,US,Present,Present,"University of California, Los Angeles",,
1,520.0,US,Present,Present,"Loyola Law School, Los Angeles",,
2,520.0,US,Present,Present,"University of California, Los Angeles",,
3,520.0,KR,Present,Present,Seoul Foreign School,,
4,520.0,US,Present,Present,"Loyola Law School, Los Angeles",,
0,521.0,US,Present,Present,Mississippi State University,,
1,521.0,US,Present,Present,Rensselaer Polytechnic Institute,,
2,521.0,US,Present,Present,Mississippi State University,,
3,521.0,US,Present,Present,Rensselaer Polytechnic Institute,,
0,523.0,US,Present,Present,University of Pittsburgh,,
1,523.0,US,Present,2007,University of Pittsburgh,,2004.0
2,523.0,US,Present,2004,Wheeler High School,,2000.0
0,524.0,US,Present,Present,"San Francisco State University, College of Business",,
1,524.0,US,Present,Present,California State University-Hayward - School of Business and Economics,,
2,524.0,US,Present,2004,California State University-Hayward - School of Business and Economics,,2002.0
3,524.0,US,Present,1999,"San Francisco State University, College of Business",,1994.0
0,525.0,GB,Present,Present,University of Plymouth,,
1,525.0,GB,Present,Present,University of Plymouth,,
2,525.0,GB,Present,Present,"The College of Law, London",,
0,526.0,US,Present,Present,San Francisco State University,,
1,526.0,US,Present,Present,San Jose State University,,
2,526.0,US,Present,Present,"University of California, Davis",,
3,526.0,US,Present,2005,San Francisco State University,,1996.0
4,526.0,US,Present,2001,San Jose State University,,1998.0
5,526.0,US,Present,1993,"University of California, Davis",,1988.0
0,527.0,IN,Present,Present,University of Rajasthan,,
1,527.0,IN,Present,1997,University of Rajasthan,,1994.0
2,527.0,,Present,Present,Data Science Dojo,,
3,527.0,,Present,Present,Data Science Dojo,,
0,529.0,US,Present,Present,Illinois Institute of Technology,,
1,529.0,KR,Present,Present,Ewha Womans University,,
2,529.0,US,Present,2011,Illinois Institute of Technology,,2008.0
3,529.0,KR,Present,2003,Ewha Womans University,,1998.0
0,530.0,US,Present,Present,Carnegie Mellon University,,
1,530.0,US,Present,2006,Dobson High School,,2002.0
2,530.0,US,Present,2010,Carnegie Mellon University,,2006.0
0,531.0,US,Present,Present,University of Utah,,
1,531.0,US,Present,Present,Utah Valley University,,
2,531.0,US,Present,2010,University of Utah,,2008.0
3,531.0,US,Present,2014,DevMountain,,2014.0
4,531.0,US,Present,2008,Utah Valley University,,2006.0
0,532.0,CA,Present,Present,The University of British Columbia,,
1,532.0,IL,Present,Present,Technion - Israel Institute of Technology,,
2,532.0,US,Present,Present,University of Maryland College Park,,
3,532.0,US,Present,2005,University of Maryland College Park,,2003.0
4,532.0,IL,Present,1998,Technion - Israel Institute of Technology,,1995.0
5,532.0,CA,Present,2009,The University of British Columbia,,2006.0
0,533.0,PL,Present,Present,Poznan University of Technology,,
1,533.0,PL,Present,2015,Poznan University of Technology,,2011.0
2,533.0,PL,Present,2016,Poznan University of Technology,,2015.0
0,534.0,US,Present,Present,California State University-East Bay,,
1,534.0,US,Present,1999,California State University-East Bay,,1998.0
0,535.0,GB,Present,Present,"Royal Holloway, University of London",,
1,535.0,GB,Present,Present,"Royal Holloway, University of London",,
