,cand_id,country,endMonth,endYear,name,startMonth,startYear
0,100.0,IN,Present,Present,Shivaji University,,
1,100.0,IN,Present,2004,Shivaji University,,2000.0
2,100.0,IN,Present,Present,Adarsh Balak Mandir,,
0,101.0,US,Present,Present,University of Colorado Boulder,,
1,101.0,US,Present,2015,University of Colorado Boulder,,2011.0
2,101.0,US,Present,2015,University of Colorado Boulder,,2015.0
0,102.0,IN,Present,Present,University of Mumbai,,
1,102.0,US,Present,Present,San Jose State University,,
2,102.0,US,Present,2014,San Jose State University,,2012.0
3,102.0,IN,Present,2011,University of Mumbai,,2007.0
0,103.0,US,Present,Present,University of North Texas,,
1,103.0,US,Present,2004,University of North Texas,,2001.0
0,104.0,GB,Present,Present,University of Birmingham,,
1,104.0,GB,Present,1993,King Edward VI High School for Girls,,1985.0
2,104.0,GB,Present,1997,University of Birmingham,,1993.0
0,105.0,US,Present,Present,University of Nebraska-Lincoln,,
1,105.0,CN,Present,Present,Tsinghua University,,
2,105.0,CN,Present,Present,"No4 Middle School, Beijing",,
3,105.0,US,Present,Present,University of Nebraska Lincoln,,
4,105.0,CN,Present,Present,Tsinghua University,,
0,108.0,US,Present,Present,San Jose State University,,
1,108.0,US,Present,2007,San Jose State University,,2005.0
0,109.0,US,Present,Present,The University of Texas at Dallas,,
1,109.0,IN,Present,2008,"Coimbatore Institute of Technology, Anna University",,2004.0
2,109.0,US,Present,2012,The University of Texas at Dallas,,2011.0
0,110.0,US,Present,Present,California Polytechnic State University-San Luis Obispo,,
1,110.0,US,1,1995,"Cal Poly, San Luis Obispo",6.0,1990.0
0,112.0,IN,Present,Present,"Indian Institute of Technology, Bombay",,
1,112.0,IN,Present,2003,"Indian Institute of Technology, Bombay",,1999.0
0,113.0,US,Present,Present,University of South Florida,,
1,113.0,US,Present,Present,University of South Florida,,
0,114.0,US,Present,Present,University of Michigan,,
1,114.0,US,Present,Present,California Institute of the Arts,,
2,114.0,US,Present,Present,University of Michigan,,
3,114.0,US,Present,Present,California Institute of the Arts,,
0,115.0,US,Present,Present,University of Southern California,,
1,115.0,IN,Present,Present,"Indian Institute of Technology, Madras",,
2,115.0,US,Present,2009,University of Southern California,,2003.0
3,115.0,IN,Present,2003,"Indian Institute of Technology, Madras",,1999.0
4,115.0,US,Present,2005,University of Southern California,,2003.0
0,116.0,US,Present,Present,George Mason University - School of Business,,
1,116.0,US,Present,2011,George Mason University - School of Management,,2007.0
0,118.0,US,Present,Present,San Jose City College,,
1,118.0,US,Present,Present,San Jose City College,,
0,119.0,CN,Present,Present,Anhui University,,
1,119.0,US,Present,Present,University of Illinois at Urbana-Champaign,,
2,119.0,CN,Present,Present,Peking University,,
3,119.0,CN,Present,Present,Peking University,,
4,119.0,US,Present,Present,University of Illinois at Urbana-Champaign,,
5,119.0,CN,Present,Present,Anhui University,,
0,120.0,US,Present,Present,Fashion Institute of Design & Merchandising,,
1,120.0,US,Present,Present,Fashion Institute of Design & Merchandising,,
0,121.0,GB,Present,Present,University of London,,
1,121.0,GB,Present,Present,University of London,,
2,121.0,GB,Present,Present,"University of Westminster, London",,
0,122.0,US,Present,Present,Oregon State University,,
1,122.0,IN,Present,Present,Osmania University,,
2,122.0,US,Present,Present,Oregon State University,,
3,122.0,IN,Present,Present,Osmania University,,
0,123.0,GB,Present,2006,"Event Management Training Ltd - London, United Kindgom",,2005.0
