,cand_id,country,endMonth,endYear,locationName,name,startMonth,startYear
0,100.0,US,Present,Present,,Blue Shield of California,10.0,2010.0
1,100.0,US,Present,Present,,Cognizant Technology Solutions,2.0,2005.0
0,101.0,US,Present,Present,,Freelance,12.0,2013.0
1,101.0,,Present,Present,,NFL Media,10.0,2016.0
2,101.0,US,5,2014,Boulder,USA Rugby,1.0,2014.0
3,101.0,US,6,2016,San Francisco Bay Area,Pac-12 Networks,8.0,2015.0
4,101.0,US,7,2014,Los Angeles,Warner Bros. Records,7.0,2014.0
0,102.0,US,Present,2016,San Francisco Bay Area,Dell,,2014.0
1,102.0,US,Present,2014,San Francisco Bay Area,Retailigence Corporation,,2013.0
2,102.0,US,6,2014,San Francisco Bay Area,Google,3.0,2014.0
3,102.0,US,Present,Present,Greater Los Angeles Area,Ticketmaster,7.0,2016.0
4,102.0,US,Present,Present,,Second Harvest Food Bank of Santa Clara and San Mateo Counties,,
5,102.0,US,Present,2014,,Breast Cancer Fund,,2014.0
0,103.0,US,3,2015,"Houston, TX",Gene by Gene,8.0,2013.0
1,103.0,US,8,2013,"Austin, TX",Arpeggi Inc,1.0,2013.0
2,103.0,US,1,2013,"Austin, TX",Bioware,12.0,2011.0
3,103.0,US,11,2011,"Lewisville, TX",Terminal Reality Incorporated,1.0,2005.0
4,103.0,US,Present,Present,"Austin, TX",BattleCry Studios,3.0,2015.0
0,104.0,GB,9,2010,"Cambridge, United Kingdom",University of Cambridge,9.0,2008.0
1,104.0,GB,Present,Present,London,University College London,11.0,2012.0
2,104.0,GB,2,2011,"Peterborough, United Kingdom",Travelex,10.0,2010.0
3,104.0,CH,Present,Present,,ISO International Organization for Standardization,8.0,2008.0
4,104.0,GB,11,2012,"Cambridge, United Kingdom",Thales e-Security,2.0,2011.0
0,105.0,US,Present,Present,,Netflix,12.0,2015.0
1,105.0,US,Present,2011,,Netflix,,2008.0
2,105.0,GB,Present,2007,,Exeros,,2007.0
3,105.0,US,12,2015,"Mountain View, CA",Google,,2011.0
4,105.0,US,Present,2008,,Yahoo!,,2007.0
0,106.0,CN,9,2006,"Shanghai City, China",Newegg China,3.0,2004.0
1,106.0,US,4,2012,greater los angeles area,Newegg.com,9.0,2006.0
2,106.0,US,Present,Present,"Cupertino, California",Apple,5.0,2016.0
3,106.0,US,11,2014,greater los angeles area,Newegg.com,4.0,2012.0
4,106.0,US,5,2016,San Francisco Bay Area,Box,12.0,2014.0
0,108.0,US,Present,2008,,LeapFILE,,2008.0
1,108.0,US,Present,Present,,Rearden Commerce,,2011.0
2,108.0,US,Present,2005,,an ERP Company,,2003.0
3,108.0,US,Present,2011,,NetApp,,2008.0
4,108.0,US,Present,Present,,One Kings Lane,,2013.0
0,109.0,US,7,2014,Greater Seattle Area,eBay Inc,1.0,2013.0
1,109.0,US,Present,Present,Greater Seattle Area,Microsoft,7.0,2014.0
2,109.0,IN,12,2012,"Bangalore, India",IBM Software Labs,8.0,2008.0
0,110.0,US,3,2005,,Sony,3.0,1998.0
1,110.0,US,1,1998,,Seagate Technology,9.0,1996.0
2,110.0,US,Present,Present,"Sunnyvale, CA",Yahoo!,9.0,2009.0
3,110.0,US,7,2009,,LiveDeal,9.0,2005.0
0,112.0,IN,7,2002,,IBM India Research Lab,5.0,2002.0
1,112.0,US,3,2008,,Trilogy,2.0,2005.0
2,112.0,US,1,2005,,Microsoft,10.0,2003.0
3,112.0,US,Present,Present,,Google,3.0,2008.0
4,112.0,US,3,2008,,Trilogy,2.0,2005.0
0,113.0,US,1,2013,"Sacramento, California Area",LexisNexis,12.0,2009.0
1,113.0,US,11,2014,San Francisco Bay Area,"Okta, Inc.",1.0,2013.0
2,113.0,US,1,2010,"Sacramento, CA",Unify Corporation,1.0,2003.0
3,113.0,US,9,2015,San Francisco Bay Area,Lookout,12.0,2014.0
4,113.0,US,Present,Present,San Francisco Bay Area,Uber,10.0,2015.0
0,114.0,US,Present,2016,,Steven Kleiff Design,,2002.0
1,114.0,US,2,2017,"Vallejo, CA",Meyer Corporation,8.0,2015.0
2,114.0,US,Present,2012,San Francisco,Delivery Agent,,2009.0
3,114.0,US,Present,Present,"Vallejo, CA",Meyer Corporation,2.0,2017.0
4,114.0,US,Present,2015,"Pleasanton, CA",Safeway,,2012.0
0,115.0,US,1,2013,"Cambridge, MA",Raytheon BBN Technologies,7.0,2009.0
1,115.0,US,6,2009,Greater Los Angeles Area,University of Southern California,8.0,2003.0
2,115.0,US,9,2014,Greater Boston Area,Amazon,1.0,2014.0
3,115.0,US,1,2014,"Cambridge, MA",Raytheon BBN Technologies,2.0,2013.0
4,115.0,US,Present,Present,Greater Chicago Area,Citadel LLC,10.0,2014.0
0,116.0,US,9,2012,"Stamford, Connecticut",Strangely Interactive Ltd,7.0,2012.0
1,116.0,US,8,2016,"Roswell, GA",Tripwire Interactive LLC,3.0,2013.0
2,116.0,CZ,Present,Present,"District Brno-City, Czech Republic","MADFINGER Games, a.s.",10.0,2016.0
3,116.0,US,5,2012,"Stamford, Connecticut",Wandake Game Studios,2.0,2012.0
0,118.0,US,Present,Present,,"FireEye, Inc.",2.0,2015.0
1,118.0,US,5,2012,"Santa Clara, CA",Yahoo!,8.0,2010.0
2,118.0,US,8,2010,,Yahoo!,9.0,2007.0
3,118.0,US,12,2014,"Palo Alto, CA",Tesla Motors,6.0,2012.0
4,118.0,US,9,2007,,Altera,10.0,1999.0
0,119.0,US,7,2015,,Stay at home,3.0,2014.0
1,119.0,US,12,2012,"Champaign, IL, 61801",University of Illinois at Urbana-Champaign,8.0,2006.0
2,119.0,US,9,2016,San Francisco Bay Area,Google,8.0,2015.0
3,119.0,US,Present,Present,"San Bruno, California",Google,10.0,2016.0
4,119.0,US,2,2014,"Sunnyvale, California",Yahoo!,5.0,2013.0
0,120.0,US,3,2016,"Mountain View, California",Google,3.0,2015.0
1,120.0,US,3,2015,San Francisco Bay Area,Gap Inc. Direct,5.0,2012.0
2,120.0,US,4,2008,Greater New York City Area,Delia's Inc.,11.0,2003.0
3,120.0,US,Present,Present,"Cupertino, California",Apple,8.0,2016.0
4,120.0,US,5,2012,San Francisco Bay Area,The North Face,5.0,2008.0
0,121.0,GB,6,2009,,Transport for London,5.0,2005.0
1,121.0,US,7,2013,,Thomson Reuters,10.0,2009.0
2,121.0,US,6,2013,,Thomson Reuters,8.0,2009.0
3,121.0,GB,6,2014,"London, United Kingdom","Marsh & McLennan Companies, Inc.",7.0,2013.0
4,121.0,US,Present,Present,Minster Court,DAC Beachcroft LLP,6.0,2014.0
0,122.0,US,Present,Present,"Santa Clara, California",realtor.com,7.0,2016.0
1,122.0,US,7,2013,San Francisco Bay Area,CloudSquads,7.0,2012.0
2,122.0,US,6,2012,,Yahoo!,11.0,2009.0
3,122.0,US,Present,Present,San Francisco Bay Area,Yahoo,9.0,2013.0
4,122.0,US,10,2012,,Gooru,6.0,2012.0
0,123.0,GB,4,2013,"Hammersmith, London (UK)",L'Or̩al,3.0,2012.0
1,123.0,GB,Present,Present,"Hammersmith, London (UK)",L'Or̩al,4.0,2013.0
2,123.0,GB,2,2012,"Hammersmith, London (UK)",L'Or̩al,8.0,2010.0
3,123.0,GB,Present,Present,"Hammersmith, London (UK)",L'Or̩al,5.0,2015.0
4,123.0,GB,Present,Present,"Fulham, London (UK)",Chelsea Football Club,8.0,2004.0
0,124.0,US,10,2014,"Chicago, IL",Legacy Professionals LLP,9.0,2011.0
1,124.0,US,Present,2008,"Chicago, IL",Key This Week In Chicago Magazine,,2006.0
2,124.0,US,Present,Present,"Chicago, IL",Symbiont Group LLC,10.0,2014.0
3,124.0,US,9,2011,"Chicago, IL","Challenger, Gray & Christmas, Inc.",7.0,2007.0
0,125.0,US,Present,Present,Greater Atlanta Area,Accenture,2.0,2014.0
1,125.0,US,8,2011,Greater Atlanta Area,Augme Technologies,10.0,2010.0
2,125.0,US,Present,2013,Greater Atlanta Area,InterContinental Hotels Group,,2012.0
3,125.0,US,11,2012,"Atlanta, GA",CNN,6.0,2012.0
4,125.0,US,6,2012,"Hartford, CT",Travelers,8.0,2011.0
5,125.0,US,12,2010,,High Museum of Art,1.0,2009.0
0,126.0,US,5,1998,San Francisco Bay Area,KLA-Tencor,7.0,1996.0
1,126.0,US,Present,2005,San Francisco Bay Area,KLA-Tencor,,2000.0
2,126.0,US,Present,Present,San Francisco Bay Area,KLA-Tencor,,2005.0
3,126.0,US,Present,2000,San Francisco Bay Area,KLA-Tencor,6.0,1998.0
0,127.0,,5,2015,,IHiS (Integrated Health Information Systems),4.0,2013.0
1,127.0,,Present,Present,Central Singapore,Ricoh Asia Pacific,,2015.0
2,127.0,SG,2,2009,,LANWorks Pte Ltd,12.0,2007.0
3,127.0,SG,Present,2010,,8 To Systems Pte Ltd,,2009.0
4,127.0,,4,2013,,Puffersoft Labs Pte Ltd,1.0,2010.0
0,128.0,US,7,2007,"Seattle, WA",KPMG LLP,9.0,2005.0
1,128.0,US,9,2013,"Santa Clara, CA",KPMG,3.0,2011.0
2,128.0,US,3,2010,"Seattle, WA",KPMG,7.0,2007.0
3,128.0,US,Present,Present,"Santa Clara, CA",KPMG,10.0,2013.0
4,128.0,IN,3,2011,"Bangalore, India",KPMG Global Delivery Center,3.0,2010.0
0,129.0,AU,3,2013,"Melbourne CBD, Victoria",Sensis,1.0,2005.0
1,129.0,GB,10,2004,,Avalon Software,10.0,2003.0
2,129.0,,2,2005,,IBS Global Web,10.0,2004.0
3,129.0,,Present,Present,,Trinexus Pty Ltd,,
4,129.0,AU,Present,Present,"Melbourne, Australia",Envato,3.0,2013.0
0,130.0,US,7,2010,,TriActive Inc.,6.0,2006.0
1,130.0,US,4,2016,"Austin, Texas Area",PTC,10.0,2012.0
2,130.0,US,8,2005,,"TriActive, Inc.",6.0,2005.0
3,130.0,US,Present,Present,"Austin, Texas Area",Taulia,5.0,2016.0
4,130.0,US,10,2012,"Austin, Texas Area",Servigistics (now part of PTC Corporation),8.0,2010.0
0,131.0,US,5,2013,Redmond/Bellevue,Microsoft (BING),11.0,2005.0
1,131.0,US,Present,Present,Greater Seattle Area,Global Women Who Ride,10.0,2014.0
2,131.0,US,Present,Present,,Microsoft,2.0,2016.0
